Item_ID	Sentence	Expression
163353:9	so, maybe that's one thing 0 they can do *t*-1.	maybe
163675:13	well, that might be the difference.	might
163706:10	but there definitely is, is a problem with,	definitely
163746:23	it, it definitely is *?*.	definitely
163818:14	you know, definitely.	definitely
163819:79	uh, so, anything new 0 you like *t*-1 *ich*-3 *ich*-4 coming out now, other than folk music, some 0 i might know of *t*-2.	might
163870:58	late, late sixties, early seventies, they were they were definitely pushing a message.	definitely
163985:10	so you definitely get *-1 to try before you buy.	definitely
163989:11	that's definitely	definitely
164006:11	that's probably not true only for atlanta, but for just about anywhere.	probably
164013:18	what *t*-1's more likely *-2 to occur is, uh, robbery of, uh, you know, * knocking over a, a small store or a car theft, you know, it, things of that nature.	likely
164154:58	but, uh, realistically with, uh, the need * to take the kids to school, * probably have *-1 to have something that, uh, *t*-2 wouldn't wined up *-3 putting their knees this their throat when they sat in the back seat *t*-4.	probably
164161:45	well, i think 0 the next car 0 we get *t*-1 will probably be a,	probably
164169:27	so i think 0 the four door is probably a major requirement	probably
164182:23	and i think 0 that's probably a little over kill for this day and age.	probably
164212:57	and i figure 0 if it's so bad that i need a four wheel drive, i probably ought *-1 to be home anyway.	probably
164255:132	so, i know 0 if we were, if we had kids still at home, we're in our fifties now, but, if we had kids still at home, we'd certainly have *-1 to seriously consider a van just for their functional value.	certainly
164273:58	uh, again, like you, if conditions are, are that bad, i probably don't want *-1 to be driving anyway.	probably
164282:15	oh, boy, probably, uh, robberies, people stealing from each other.	probably
164309:21	well, actually drug use is probably a misdemeanor,	probably
164415:10	and society probably, too.	probably
164445:57	but, i, y-, y-, you might be able *-1 to, uh, stop people, you know,	might
164469:23	they could p-, probably do it again.	probably
164490:60	and they don't think that, uh, stop and think and say, well, maybe i shouldn't do this, uh, because, uh, i might get the gas chamber or something like that.	maybe
164490:98	and they don't think that, uh, stop and think and say, well, maybe i shouldn't do this, uh, because, uh, i might get the gas chamber or something like that.	might
164645:31	there's a lot of folks *ich*-2 *ich*-5, probably, that *t*-1 are in prison that, uh, that *t*-4 aren't really a danger to society, huh,	probably
164654:5	probably more of them then the other way around.	probably
164669:24	so i can assume that you probably watch the t v news.	probably
165004:35	and, uh, one of the things that *t*-1 probably would have been better if, is if the entire county had had, had just one school system.	probably
165043:12	and the parents might not could even tell you what their kid's teacher's name is *t*-1. you know,	might
165112:74	and i think 0 the difference for me was that my parents were, you know, they were definitely, they were always there,	definitely
165149:13	and it was probably made *-1 in china by slaves.	probably
165168:11	it's probably a japanese *rnr*-1 or a burmese *rnr*-1 company owning and hiring people in the u s.	probably
165175:91	they were talking about cars, uh, the car issue just came out. and about how, yeah, you'd like *-1 to buy an american car maybe *t*-2	maybe
165226:17	may-, maybe they're getting better,	maybe
165227:5	maybe they're starting *-1 to get a clue.	maybe
165231:8	it probably won't start *-1 really showing up until ninety-four or so.	probably
165235:46	technology that *t*-1 comes in right now is, is probably not going *-2 to be imple-, implemented *-3 until, you know, quite a few years down the road.	probably
165253:14	or, uh, maybe i say, well, you know, you paid five hundred bucks for this program,	maybe
165315:29	they issued a recall because of improper shielding or possibly other problems with floppy drive.	possibly
165381:7	or maybe it *exp*-1 was thirty dollars * to do it	maybe
165409:24	i'm, you might say 0 i'm, uh, uh, good back yard mechanic	might
165432:122	and then if you go and like, just about any point, any you know point in time and pull my dip stick and pull it out and look at the oil, the oil is you might say, uh, a white golden brown.	might
165482:16	and, uh, probably about four months ago the water pump decided *-1 to go out.	probably
165813:70	actually that's kind of the type of car that i, i'm thinking about 0 we might get *t*-1.	might
165891:56	and that's kind of, that's, that's probably one thing 0 i'd look at *t*-1.	probably
166030:35	and the majority of the incentive in * recycling bottles probably, * believe it or not, is just * to get the extra nickel at the, uh, the store and not, uh,	probably
166067:23	th-, there definitely has *-1 to be a motivation factor	definitely
166161:13	so there's maybe a five year gap between us.	maybe
166205:15	i think 0 maybe those people *ich*-4 that *t*-1 really do need *-2 to work, both parents, *-3 just to survive.	maybe
166239:50	and then, sometimes i, i often, uh, find that maybe there's so many different things available to us. yo-, a microwave, a v c r, a answering machine a, you know, a special, a dishwasher, uh, a refrigerator and some of those items, um, for the, for the, uh,	maybe
166286:10	and i certainly see how much *ich*-2 i pay *t*-1 in real estate taxes every year.	certainly
166372:163	i think that, that if, if there is a problem with the school system, uh, from, it *exp*-4's been my perception that the school teachers and school officials are not that well, uh, paid. that perhaps that might be one area that, that *t*-2 could be improved *-3.	might
166418:54	but, uh, i guess 0 if i have, uh, my druthers, i'd probably go for the seattle seahawks.	probably
166445:44	* to be honest with you, i, i probably watch, uh, college a little bit more than i do pro.	probably
166480:8	you probably wouldn't like my favorite team in college then.	probably
166504:41	well, i can see, i can see definitely how you get into that *t*-1.	definitely
166617:30	there's an element there's definitely an element of stupidity in there somewhere.	definitely
166625:11	rugby is definitely big in college because it's something 0 a bunch of fraternity guys can get together and get a good beer buzz going and do *t*-1.	definitely
166973:13	uh, i certainly can't argue with that.	certainly
167003:22	and i suppose 0 an elitist might say, well, you really want someone who *t*-1 is well educated *-2 to be able *-3 to, to winnow the facts from the, from the prejudice.	might
167090:37	well, if it's a second offense, the punishment should certainly be more severe than a first offense, because obviously, the rehabilitation process did not work the first time.	certainly
167120:28	de-, devil's advocate possibly,	possibly
167186:140	if, if i'm a computer consulting firm and i see these, this great deal on forty-six mother boards, uh, from, from say utah. um, i, i might buy the mother boards from utah but then still have *-1 to pay pennsylvania sales tax.	might
167243:76	oh, well, i guess, 0 if i, if it was someone in my family, i'd probably feel that way.	probably
167248:46	but, but i feel like if i did, i probably would feel that way.	probably
167280:38	and so, uh, the likelihood that, you know, maybe expected, expected murders by him is, is, uh, integrated *-1 over the income of the people, uh, that he murders *t*-3 is maybe, you know, a loss of, who *t*-4 knows, eight hundred thousand dollars.	maybe
167280:141	and so, uh, the likelihood that, you know, maybe expected, expected murders by him is, is, uh, integrated *-1 over the income of the people, uh, that he murders *t*-3 is maybe, you know, a loss of, who *t*-4 knows, eight hundred thousand dollars.	maybe
